puuid,tier,rank_name,kills,deaths,assists,score,hit_accuracy,time_on_target,aim_deviation,reaction_time,shots_fired,shots_hit,wallbang,kill_distance,is_cheating,kda,kd_ratio,score_per_kill,sub_100ms_reaction,sub_50ms_reaction,precision_score,tier_relative_kills,tier_relative_deaths,tier_relative_score,kills_z,deaths_z,score_z
player_21046,11,gold,5,12,9,1630,0.6,260.0,1.676,357.4,5,3,0,250.93523068712395,0,1.1666666666666667,0.4166666666666667,326.0,0,0,0.35799522673031026,-9,2,-170,-2.25,0.6666666666666666,-0.5666666666666667
player_10977,19,ascendant,22,8,6,1756,0.8888888888888888,125.2,1.727,405.6,9,8,0,915.961844183479,0,3.5,2.75,79.81818181818181,0,0,0.5147011516438268,2,1,-1044,0.5,0.3333333333333333,-2.61
player_65442,7,silver,13,12,7,1428,1.0,197.1,2.31,288.5,2,2,0,241.28980500634503,0,1.6666666666666667,1.0833333333333333,109.84615384615384,0,0,0.4329004329004329,1,0,28,0.25,0.0,0.09333333333333334
player_79253,8,silver,13,8,15,2178,0.5,17.2,1.976,271.6,2,1,0,875.5053626334909,1,3.5,1.625,167.53846153846155,0,0,0.25303643724696356,1,-4,778,0.25,-1.3333333333333333,2.5933333333333333
player_63980,12,gold,13,6,8,1640,1.0,343.5,3.027,457.6,5,5,0,970.7169515363375,0,3.5,2.1666666666666665,126.15384615384616,0,0,0.3303600925008259,-1,-4,-160,-0.25,-1.3333333333333333,-0.5333333333333333
player_35947,11,gold,9,15,3,1372,0.125,384.0,2.143,570.2,8,1,0,559.5468255651174,0,0.8,0.6,152.44444444444446,0,0,0.05832944470368643,-5,5,-428,-1.25,1.6666666666666667,-1.4266666666666667
player_93618,12,gold,38,1,10,3394,1.0,60.4,1.265,311.8,1,1,0,198.1011105471144,1,48.0,38.0,89.3157894736842,0,0,0.790513833992095,24,-9,1594,6.0,-3.0,5.3133333333333335
player_62805,18,diamond,23,6,6,2014,1.0,184.8,1.132,467.1,4,4,0,309.30800183635705,0,4.833333333333333,3.8333333333333335,87.56521739130434,0,0,0.88339222614841,5,-2,-486,1.25,-0.6666666666666666,-1.3885714285714286
player_92996,22,immortal,54,4,16,6342,1.0,52.2,0.663,285.8,2,2,0,717.8024937265128,1,17.5,13.5,117.44444444444444,0,0,1.5082956259426847,32,-2,3142,8.0,-0.6666666666666666,7.855
player_43202,16,diamond,40,6,19,4496,1.0,45.4,1.914,137.6,2,2,0,519.9826343254166,1,9.833333333333334,6.666666666666667,112.4,0,0,0.522466039707419,22,-2,1996,5.5,-0.6666666666666666,5.702857142857143
player_95198,9,silver,46,5,14,2157,0.6666666666666666,32.1,1.315,255.9,3,2,0,27.702887936097746,1,12.0,9.2,46.891304347826086,0,0,0.5069708491761724,34,-7,757,8.5,-2.3333333333333335,2.5233333333333334
player_74727,9,silver,26,2,12,2258,0.5,44.3,1.73,118.3,2,1,0,153.30600118716842,1,19.0,13.0,86.84615384615384,0,0,0.28901734104046245,14,-10,858,3.5,-3.3333333333333335,2.86
player_18725,7,silver,21,2,9,1856,1.0,59.3,2.453,156.2,2,2,0,18.2280004388853,1,15.0,10.5,88.38095238095238,0,0,0.4076640847941297,9,-10,456,2.25,-3.3333333333333335,1.52
player_10747,22,immortal,39,9,19,6646,1.0,62.9,0.589,325.3,1,1,0,863.8330452118626,1,6.444444444444445,4.333333333333333,170.4102564102564,0,0,1.697792869269949,17,3,3446,4.25,1.0,8.615
player_92097,12,gold,30,1,12,3792,0.6666666666666666,43.7,1.608,257.9,3,2,0,545.3627875093788,1,42.0,30.0,126.4,0,0,0.4145936981757877,16,-9,1992,4.0,-3.0,6.64
player_38140,6,bronze,12,8,19,2556,0.5,35.3,1.131,249.2,2,1,0,98.72973209727657,1,3.875,1.5,213.0,0,0,0.4420866489832007,2,-5,1456,0.5,-1.6666666666666667,5.824
player_74763,6,bronze,1,12,6,1613,1.0,263.7,0.4,393.6,1,1,0,754.0602761052991,0,0.5833333333333334,0.08333333333333333,1613.0,0,0,2.5,-9,-1,513,-2.25,-0.3333333333333333,2.052
player_37356,6,bronze,14,10,11,884,0.5,41.3,1.557,203.1,2,1,0,319.8647995638159,1,2.5,1.4,63.142857142857146,0,0,0.32113037893384716,4,-3,-216,1.0,-1.0,-0.864
player_89950,15,platinum,22,11,5,2090,0.4444444444444444,315.4,1.243,445.9,9,4,0,163.41912372791612,0,2.4545454545454546,2.0,95.0,0,0,0.35755787968177344,6,2,-10,1.5,0.6666666666666666,-0.02857142857142857
player_81715,8,silver,14,11,6,1463,1.0,249.6,1.742,309.5,10,10,0,64.15707287587259,0,1.8181818181818181,1.2727272727272727,104.5,0,0,0.574052812858783,2,-1,63,0.5,-0.3333333333333333,0.21
player_45588,16,diamond,20,3,5,2626,0.2,390.5,1.043,552.4,5,1,0,412.5768413277701,0,8.333333333333334,6.666666666666667,131.3,0,0,0.1917545541706616,2,-5,126,0.5,-1.6666666666666667,0.36
player_63329,19,ascendant,46,2,11,5681,1.0,37.7,2.502,208.7,1,1,0,306.39955939916103,1,28.5,23.0,123.5,0,0,0.39968025579536376,26,-5,2881,6.5,-1.6666666666666667,7.2025
player_10550,25,radiant,26,3,11,3850,1.0,363.6,0.938,572.6,1,1,0,564.018315305452,0,12.333333333333334,8.666666666666666,148.07692307692307,0,0,1.0660980810234542,1,-1,250,0.25,-0.5,0.5555555555555556
player_89650,23,immortal,20,6,8,3263,0.9,366.7,1.206,516.9,10,9,0,308.3324504491866,0,4.666666666666667,3.3333333333333335,163.15,0,0,0.746268656716418,-2,0,63,-0.5,0.0,0.1575
player_61498,9,silver,15,14,5,1288,0.5,281.5,3.684,545.7,4,2,0,56.535033386388015,0,1.4285714285714286,1.0714285714285714,85.86666666666666,0,0,0.13572204125950055,3,2,-112,0.75,0.6666666666666666,-0.37333333333333335
player_35722,8,silver,20,10,13,2686,1.0,45.8,2.246,103.8,2,2,0,117.17102884245739,1,3.3,2.0,134.3,0,0,0.4452359750667854,8,-2,1286,2.0,-0.6666666666666666,4.286666666666667
player_71235,7,silver,12,14,6,1496,0.8,328.0,2.687,437.4,5,4,0,111.29999999999986,0,1.2857142857142858,0.8571428571428571,124.66666666666667,0,0,0.29772981019724604,0,2,96,0.0,0.6666666666666666,0.32
player_47784,25,radiant,20,4,12,3218,1.0,198.7,2.514,308.7,2,2,0,261.0558560921396,0,8.0,5.0,160.9,0,0,0.3977724741447892,-5,0,-382,-1.25,0.0,-0.8488888888888889
player_16385,26,radiant,38,3,26,6007,1.0,38.6,1.497,333.5,2,2,0,639.9862264142877,1,21.333333333333332,12.666666666666666,158.07894736842104,0,0,0.668002672010688,13,-1,2407,3.25,-0.5,5.348888888888889
player_65807,10,gold,24,2,10,3510,0.5,41.0,2.56,311.3,2,1,0,912.8879504079347,1,17.0,12.0,146.25,0,0,0.1953125,10,-8,1710,2.5,-2.6666666666666665,5.7
player_23418,13,platinum,32,2,16,4128,1.0,68.6,1.163,159.8,1,1,0,995.0179897871194,1,24.0,16.0,129.0,0,0,0.8598452278589853,16,-7,2028,4.0,-2.3333333333333335,5.7942857142857145
player_48713,4,bronze,20,5,11,1688,1.0,24.4,1.782,236.3,1,1,0,257.37210416049373,1,6.2,4.0,84.4,0,0,0.5611672278338945,10,-8,588,2.5,-2.6666666666666665,2.352
player_85866,27,radiant,57,0,29,7787,1.0,23.0,1.965,126.3,2,2,0,503.80648070464514,1,86.0,57.0,136.6140350877193,0,0,0.5089058524173028,32,-4,4187,8.0,-2.0,9.304444444444444
player_80076,11,gold,9,10,5,1457,0.16666666666666666,267.4,0.94,510.4,6,1,0,236.4094118261791,0,1.4,0.9,161.88888888888889,0,0,0.1773049645390071,-5,0,-343,-1.25,0.0,-1.1433333333333333
player_11976,5,bronze,12,4,14,2003,1.0,60.1,0.767,132.3,1,1,0,379.6845137742649,1,6.5,3.0,166.91666666666666,0,0,1.303780964797914,2,-9,903,0.5,-3.0,3.612
player_89500,17,diamond,31,2,11,4401,1.0,44.9,0.623,104.4,3,3,0,926.5140365909195,1,21.0,15.5,141.96774193548387,0,0,1.6051364365971108,13,-6,1901,3.25,-2.0,5.4314285714285715
player_56218,8,silver,4,13,3,1216,0.3333333333333333,360.9,2.203,623.9,6,2,0,175.10979412928353,0,0.5384615384615384,0.3076923076923077,304.0,0,0,0.15130882130428205,-8,1,-184,-2.0,0.3333333333333333,-0.6133333333333333
player_98951,11,gold,16,9,4,1553,0.6666666666666666,210.5,2.726,296.3,3,2,0,221.32555207205522,0,2.2222222222222223,1.7777777777777777,97.0625,0,0,0.2445585717779408,2,-1,-247,0.5,-0.3333333333333333,-0.8233333333333334
player_90612,23,immortal,42,1,20,6548,0.5,29.0,1.773,130.1,2,1,0,498.170502940509,1,62.0,42.0,155.9047619047619,0,0,0.2820078962210942,20,-5,3348,5.0,-1.6666666666666667,8.37
player_76530,17,diamond,24,7,15,3371,0.6666666666666666,53.4,1.777,118.7,3,2,0,650.1086447663962,1,5.571428571428571,3.4285714285714284,140.45833333333334,0,0,0.37516413430876006,6,-1,871,1.5,-0.3333333333333333,2.4885714285714284
player_21424,2,iron,5,11,1,573,0.5714285714285714,259.8,0.692,544.7,7,4,0,342.0855010081545,0,0.5454545454545454,0.45454545454545453,114.6,0,0,0.8257638315441784,-3,-4,-327,-0.75,-1.3333333333333333,-1.635
player_76094,12,gold,12,12,7,1665,0.5,240.2,2.12,341.5,6,3,0,135.3023281396148,0,1.5833333333333333,1.0,138.75,0,0,0.23584905660377356,-2,2,-135,-0.5,0.6666666666666666,-0.45
player_13734,7,silver,39,10,8,2448,1.0,27.8,2.175,235.8,1,1,0,507.0531530323031,1,4.7,3.9,62.76923076923077,0,0,0.4597701149425288,27,-2,1048,6.75,-0.6666666666666666,3.493333333333333
player_69397,10,gold,11,9,9,1769,0.8333333333333334,256.6,1.445,461.6,6,5,0,546.2283222243238,0,2.2222222222222223,1.2222222222222223,160.8181818181818,0,0,0.5767012687427913,-3,-1,-31,-0.75,-0.3333333333333333,-0.10333333333333333
player_20820,19,ascendant,23,0,18,5029,1.0,25.7,2.988,325.3,3,3,0,824.647900621835,1,41.0,23.0,218.65217391304347,0,0,0.33467202141900937,3,-7,2229,0.75,-2.3333333333333335,5.5725
player_80561,12,gold,36,5,10,2470,1.0,25.0,1.423,298.3,1,1,0,933.3355773782547,1,9.2,7.2,68.61111111111111,0,0,0.7027406886858749,22,-5,670,5.5,-1.6666666666666667,2.2333333333333334
player_26800,16,diamond,22,11,8,2588,1.0,260.6,3.154,337.1,1,1,0,487.323188448898,0,2.727272727272727,2.0,117.63636363636364,0,0,0.31705770450221943,4,3,88,1.0,1.0,0.25142857142857145
player_75907,13,platinum,33,5,12,5559,1.0,69.2,1.534,249.5,2,2,0,109.8138880105791,1,9.0,6.6,168.45454545454547,0,0,0.651890482398957,17,-4,3459,4.25,-1.3333333333333333,9.882857142857143
player_15655,3,iron,11,13,8,862,0.5,266.7,1.472,368.4,2,1,0,161.4875846621035,0,1.4615384615384615,0.8461538461538461,78.36363636363636,0,0,0.33967391304347827,3,-2,-38,0.75,-0.6666666666666666,-0.19
player_84384,12,gold,23,4,14,3946,1.0,16.9,1.518,251.8,3,3,0,347.46114890732747,1,9.25,5.75,171.56521739130434,0,0,0.6587615283267457,9,-6,2146,2.25,-2.0,7.153333333333333
player_55553,23,immortal,23,10,10,2978,0.5,226.1,1.836,418.8,2,1,0,682.1789941063855,0,3.3,2.3,129.47826086956522,0,0,0.27233115468409586,1,4,-222,0.25,1.3333333333333333,-0.555
player_32777,22,immortal,18,11,13,3220,0.2,335.0,2.628,385.5,5,1,0,35.362409420173684,0,2.8181818181818183,1.6363636363636365,178.88888888888889,0,0,0.076103500761035,-4,5,20,-1.0,1.6666666666666667,0.05
player_68260,7,silver,19,13,5,1741,0.3333333333333333,351.8,2.36,643.1,3,1,0,429.27855758236996,0,1.8461538461538463,1.4615384615384615,91.63157894736842,0,0,0.14124293785310735,7,1,341,1.75,0.3333333333333333,1.1366666666666667
player_53888,17,diamond,16,5,8,2600,1.0,171.8,1.893,327.8,4,4,0,616.6934408602057,0,4.8,3.2,162.5,0,0,0.5282620179609087,-2,-3,100,-0.5,-1.0,0.2857142857142857
player_36352,21,ascendant,39,0,13,4847,0.6666666666666666,26.0,1.829,242.5,3,2,0,739.664714583574,1,52.0,39.0,124.28205128205128,0,0,0.3644979041370512,19,-7,2047,4.75,-2.3333333333333335,5.1175
player_16217,23,immortal,20,9,11,3527,0.5,370.1,2.91,618.9,10,5,0,723.2331021185355,0,3.4444444444444446,2.2222222222222223,176.35,0,0,0.1718213058419244,-2,3,327,-0.5,1.0,0.8175
player_85280,1,iron,26,8,5,2168,1.0,10.0,1.683,87.1,1,1,0,928.9358212492401,1,3.875,3.25,83.38461538461539,1,0,0.5941770647653001,18,-7,1268,4.5,-2.3333333333333335,6.34
player_43557,19,ascendant,30,3,11,3870,0.6666666666666666,29.9,2.332,256.7,3,2,0,346.6552321832169,1,13.666666666666666,10.0,129.0,0,0,0.2858776443682104,10,-4,1070,2.5,-1.3333333333333333,2.675
player_87483,5,bronze,14,2,12,1061,1.0,59.3,1.932,277.1,3,3,0,41.54347120788055,1,13.0,7.0,75.78571428571429,0,0,0.5175983436853002,4,-11,-39,1.0,-3.6666666666666665,-0.156
player_81975,22,immortal,48,0,14,4366,1.0,61.4,1.698,273.2,1,1,0,986.9108622363017,1,62.0,48.0,90.95833333333333,0,0,0.5889281507656066,26,-6,1166,6.5,-2.0,2.915
player_63166,1,iron,6,15,4,890,0.25,302.4,1.374,450.6,4,1,0,939.4831398167826,0,0.6666666666666666,0.4,148.33333333333334,0,0,0.1819505094614265,-2,0,-10,-0.5,0.0,-0.05
player_75878,24,immortal,28,5,11,3316,0.5,324.3,1.181,620.4,6,3,0,563.5754430420118,0,7.8,5.6,118.42857142857143,0,0,0.42337002540220153,6,-1,116,1.5,-0.3333333333333333,0.29
player_15358,3,iron,23,3,2,2054,1.0,10.0,1.603,170.3,2,2,0,496.12679830865795,1,8.333333333333334,7.666666666666667,89.30434782608695,0,0,0.6238303181534622,15,-12,1154,3.75,-4.0,5.77
player_51675,27,radiant,43,2,21,8170,1.0,60.7,2.531,274.4,3,3,0,86.64207984576554,1,32.0,21.5,190.0,0,0,0.3951007506914263,18,-2,4570,4.5,-1.0,10.155555555555555
player_47052,7,silver,26,5,11,3841,1.0,38.1,1.301,227.5,1,1,0,389.1447288606129,1,7.4,5.2,147.73076923076923,0,0,0.7686395080707149,14,-7,2441,3.5,-2.3333333333333335,8.136666666666667
player_19310,27,radiant,28,7,8,3416,0.25,252.8,2.813,434.8,4,1,0,756.2130982732314,0,5.142857142857143,4.0,122.0,0,0,0.08887308922858159,3,3,-184,0.75,1.5,-0.4088888888888889
player_10578,23,immortal,26,6,7,3523,1.0,316.6,1.029,476.1,1,1,0,592.9272805327817,0,5.5,4.333333333333333,135.5,0,0,0.9718172983479106,4,0,323,1.0,0.0,0.8075
player_67390,25,radiant,45,0,19,5415,1.0,23.1,2.137,100.8,2,2,0,472.16092595639486,1,64.0,45.0,120.33333333333333,0,0,0.4679457182966776,20,-4,1815,5.0,-2.0,4.033333333333333
player_85522,11,gold,14,7,7,2084,1.0,216.6,2.006,399.6,5,5,0,654.6733078413994,0,3.0,2.0,148.85714285714286,0,0,0.49850448654037893,0,-3,284,0.0,-1.0,0.9466666666666667
player_66725,23,immortal,45,1,16,5275,1.0,38.0,0.986,103.0,1,1,0,9.219544457292843,1,61.0,45.0,117.22222222222223,0,0,1.0141987829614605,23,-5,2075,5.75,-1.6666666666666667,5.1875
player_76734,3,iron,5,7,11,2421,0.6666666666666666,25.1,0.529,136.2,3,2,0,769.3000259976595,1,2.2857142857142856,0.7142857142857143,484.2,0,0,1.260239445494644,-3,-8,1521,-0.75,-2.6666666666666665,7.605
player_62747,11,gold,28,0,19,3591,1.0,21.0,1.953,264.2,3,3,0,377.83967499456713,1,47.0,28.0,128.25,0,0,0.5120327700972862,14,-10,1791,3.5,-3.3333333333333335,5.97
player_92915,16,diamond,12,11,15,2143,0.25,177.4,1.648,426.5,4,1,0,90.26416786300084,0,2.4545454545454546,1.0909090909090908,178.58333333333334,0,0,0.1516990291262136,-6,3,-357,-1.5,1.0,-1.02
player_41542,5,bronze,28,3,11,1858,1.0,22.2,3.159,137.6,1,1,0,186.33907266056676,1,13.0,9.333333333333334,66.35714285714286,0,0,0.31655587211142766,18,-10,758,4.5,-3.3333333333333335,3.032
player_81652,14,platinum,27,7,12,4616,1.0,49.5,2.017,114.4,3,3,0,536.2207101558088,1,5.571428571428571,3.857142857142857,170.96296296296296,0,0,0.495785820525533,11,-2,2516,2.75,-0.6666666666666666,7.188571428571429
player_12658,10,gold,20,0,13,3211,1.0,10.0,2.095,112.3,1,1,0,293.48126004908727,1,33.0,20.0,160.55,0,0,0.477326968973747,6,-10,1411,1.5,-3.3333333333333335,4.703333333333333
player_63113,24,immortal,39,3,22,5425,0.5,14.5,1.373,128.0,2,1,0,34.60520192109842,1,20.333333333333332,13.0,139.10256410256412,0,0,0.3641660597232338,17,-3,2225,4.25,-1.0,5.5625
player_57557,13,platinum,10,8,17,3701,0.5,64.5,3.015,305.4,2,1,0,427.0109249187895,1,3.375,1.25,370.1,0,0,0.16583747927031509,-6,-1,1601,-1.5,-0.3333333333333333,4.574285714285714
player_10803,24,immortal,28,7,13,3496,0.6666666666666666,387.2,1.196,506.6,3,2,0,545.6273453557837,0,5.857142857142857,4.0,124.85714285714286,0,0,0.5574136008918618,6,1,296,1.5,0.3333333333333333,0.74
player_37716,27,radiant,33,5,18,5516,1.0,27.1,0.715,83.0,3,3,0,638.6434764404942,1,10.2,6.6,167.15151515151516,1,0,1.3986013986013988,8,1,1916,2.0,0.5,4.257777777777778
player_36109,15,platinum,20,11,7,2347,0.3333333333333333,244.2,2.938,295.7,3,1,0,548.8857440305769,0,2.4545454545454546,1.8181818181818181,117.35,0,0,0.11345586566825504,4,2,247,1.0,0.6666666666666666,0.7057142857142857
player_81767,2,iron,13,7,12,1075,1.0,41.3,1.004,161.0,1,1,0,295.4052301500432,1,3.5714285714285716,1.8571428571428572,82.6923076923077,0,0,0.9960159362549801,5,-8,175,1.25,-2.6666666666666665,0.875
player_41419,12,gold,13,6,11,2019,0.5,20.1,1.88,219.2,2,1,0,757.499339933706,1,4.0,2.1666666666666665,155.30769230769232,0,0,0.26595744680851063,-1,-4,219,-0.25,-1.3333333333333333,0.73
player_42216,8,silver,17,1,13,3891,0.5,62.1,1.479,195.7,2,1,0,389.3271375077776,1,30.0,17.0,228.88235294117646,0,0,0.3380662609871535,5,-11,2491,1.25,-3.6666666666666665,8.303333333333333
player_19400,2,iron,14,10,6,1311,1.0,16.2,2.45,295.1,3,3,0,754.331127556062,1,2.0,1.4,93.64285714285714,0,0,0.4081632653061224,6,-5,411,1.5,-1.6666666666666667,2.055
player_17608,13,platinum,16,9,8,2363,1.0,233.8,1.797,453.4,3,3,0,580.8739105864544,0,2.6666666666666665,1.7777777777777777,147.6875,0,0,0.5564830272676684,0,0,263,0.0,0.0,0.7514285714285714
player_67823,1,iron,12,18,3,678,1.0,309.8,2.544,438.6,2,2,0,338.30496597005487,0,0.8333333333333334,0.6666666666666666,56.5,0,0,0.3930817610062893,4,3,-222,1.0,1.0,-1.11
player_56910,20,ascendant,45,8,28,6214,1.0,50.3,2.677,320.2,3,3,0,253.9433992054134,1,9.125,5.625,138.0888888888889,0,0,0.3735524841240194,25,1,3414,6.25,0.3333333333333333,8.535
player_95747,15,platinum,19,9,4,2135,0.8333333333333334,186.5,2.732,356.4,6,5,0,929.4325634493339,0,2.5555555555555554,2.111111111111111,112.36842105263158,0,0,0.30502684236212785,3,0,35,0.75,0.0,0.1
player_86094,1,iron,7,17,6,749,0.25,234.3,1.401,402.8,4,1,0,684.7368107528616,0,0.7647058823529411,0.4117647058823529,107.0,0,0,0.17844396859386152,-1,2,-151,-0.25,0.6666666666666666,-0.755
player_85520,22,immortal,21,6,8,2230,0.5714285714285714,185.3,2.13,468.6,7,4,0,477.0066875841471,0,4.833333333333333,3.5,106.19047619047619,0,0,0.2682763246143528,-1,0,-970,-0.25,0.0,-2.425
player_79996,27,radiant,58,4,16,7099,1.0,29.3,1.356,248.6,3,3,0,465.2428290688637,1,18.5,14.5,122.39655172413794,0,0,0.7374631268436578,33,0,3499,8.25,0.0,7.775555555555556
player_84119,7,silver,8,13,7,1585,1.0,280.0,1.753,339.0,1,1,0,774.230747258206,0,1.1538461538461537,0.6153846153846154,198.125,0,0,0.5704506560182545,-4,1,185,-1.0,0.3333333333333333,0.6166666666666667
player_30828,10,gold,15,10,6,1393,1.0,397.0,1.27,624.8,5,5,0,863.8050300849145,0,2.1,1.5,92.86666666666666,0,0,0.7874015748031495,1,0,-407,0.25,0.0,-1.3566666666666667
player_46157,23,immortal,23,9,6,2599,0.3333333333333333,428.2,0.975,721.7,6,2,0,590.0600054231772,0,3.2222222222222223,2.5555555555555554,113.0,0,0,0.3418803418803419,1,3,-601,0.25,1.0,-1.5025
player_93254,15,platinum,19,11,7,2078,1.0,265.5,2.251,486.0,2,2,0,776.4800834535293,0,2.3636363636363638,1.7272727272727273,109.36842105263158,0,0,0.44424700133274103,3,2,-22,0.75,0.6666666666666666,-0.06285714285714286
player_52702,15,platinum,30,3,8,4598,0.6666666666666666,34.7,1.355,206.5,3,2,0,864.6167532496695,1,12.666666666666666,10.0,153.26666666666668,0,0,0.4920049200492005,14,-6,2498,3.5,-2.0,7.137142857142857
player_18748,5,bronze,29,4,13,2262,0.5,49.1,1.188,344.3,2,1,0,390.77371968954145,1,10.5,7.25,78.0,0,0,0.4208754208754209,19,-9,1162,4.75,-3.0,4.648
player_13868,2,iron,7,13,5,821,0.2,85.2,2.532,216.3,5,1,0,971.6984768949678,0,0.9230769230769231,0.5384615384615384,117.28571428571429,0,0,0.07898894154818326,-1,-2,-79,-0.25,-0.6666666666666666,-0.395
player_66929,8,silver,9,16,8,1280,1.0,286.4,2.143,538.0,7,7,0,560.1179607904036,0,1.0625,0.5625,142.22222222222223,0,0,0.46663555762949144,-3,4,-120,-0.75,1.3333333333333333,-0.4
player_55584,5,bronze,7,14,5,1107,0.75,269.8,2.153,551.9,4,3,0,546.1813343570063,0,0.8571428571428571,0.5,158.14285714285714,0,0,0.34835113794705064,-3,1,7,-0.75,0.3333333333333333,0.028
player_13270,18,diamond,16,9,7,2680,0.4,254.2,1.175,422.8,10,4,0,835.1490884866007,0,2.5555555555555554,1.7777777777777777,167.5,0,0,0.3404255319148936,-2,1,180,-0.5,0.3333333333333333,0.5142857142857142
player_97692,25,radiant,30,1,9,4160,1.0,267.0,1.544,518.1,3,3,0,141.13628165712754,0,39.0,30.0,138.66666666666666,0,0,0.6476683937823834,5,-3,560,1.25,-1.5,1.2444444444444445
player_45359,2,iron,8,11,4,898,1.0,283.2,2.996,499.7,5,5,0,881.6775487671215,0,1.0909090909090908,0.7272727272727273,112.25,0,0,0.33377837116154874,0,-4,-2,0.0,-1.3333333333333333,-0.01
player_81020,16,diamond,39,4,19,4736,1.0,45.8,2.334,344.2,1,1,0,893.1395467674689,1,14.5,9.75,121.43589743589743,0,0,0.4284490145672665,21,-4,2236,5.25,-1.3333333333333333,6.388571428571429
player_93199,11,gold,36,2,16,3218,0.6666666666666666,10.0,2.524,100.2,3,2,0,448.02393909254437,1,26.0,18.0,89.38888888888889,0,0,0.2641310089804543,22,-8,1418,5.5,-2.6666666666666665,4.726666666666667
player_30800,17,diamond,28,1,11,3926,0.5,10.0,1.011,275.5,2,1,0,843.453496050612,1,39.0,28.0,140.21428571428572,0,0,0.4945598417408507,10,-7,1426,2.5,-2.3333333333333335,4.074285714285714
player_61215,22,immortal,18,10,11,2713,0.7,219.9,3.313,342.6,10,7,0,385.58475073581394,0,2.9,1.8,150.72222222222223,0,0,0.21128886205855718,-4,4,-487,-1.0,1.3333333333333333,-1.2175
player_71835,7,silver,13,10,7,1554,0.6,373.0,1.149,626.6,10,6,0,544.1177905564199,0,2.0,1.3,119.53846153846153,0,0,0.5221932114882506,1,-2,154,0.25,-0.6666666666666666,0.5133333333333333
player_58364,23,immortal,33,2,20,5438,1.0,10.0,1.166,63.8,1,1,0,177.82941264031658,1,26.5,16.5,164.78787878787878,1,0,0.8576329331046313,11,-4,2238,2.75,-1.3333333333333333,5.595
player_64305,26,radiant,28,6,10,3372,0.125,390.9,1.585,481.1,8,1,0,134.21344940057236,0,6.333333333333333,4.666666666666667,120.42857142857143,0,0,0.07886435331230283,3,2,-228,0.75,1.0,-0.5066666666666667
player_57560,16,diamond,27,12,6,2716,0.4,416.0,2.614,621.4,5,2,0,735.9393453267737,0,2.75,2.25,100.5925925925926,0,0,0.15302218821729152,9,4,216,2.25,1.3333333333333333,0.6171428571428571
player_16545,27,radiant,23,2,7,3715,1.0,265.0,1.588,442.3,1,1,0,394.3272372028086,0,15.0,11.5,161.52173913043478,0,0,0.6297229219143576,-2,-2,115,-0.5,-1.0,0.25555555555555554
player_34692,16,diamond,16,3,8,1997,0.625,231.8,1.934,372.3,8,5,0,658.4099406904485,0,8.0,5.333333333333333,124.8125,0,0,0.3231644260599793,-2,-5,-503,-0.5,-1.6666666666666667,-1.437142857142857
player_34851,3,iron,6,8,11,1530,1.0,55.6,2.896,221.2,3,3,0,771.8828732391984,1,2.125,0.75,255.0,0,0,0.3453038674033149,-2,-7,630,-0.5,-2.3333333333333335,3.15
player_42039,15,platinum,16,8,5,2464,0.625,355.7,0.915,508.5,8,5,0,793.1242651690847,0,2.625,2.0,154.0,0,0,0.6830601092896175,0,-1,364,0.0,-0.3333333333333333,1.04
player_85260,7,silver,11,7,7,1501,1.0,279.5,1.369,342.4,6,6,0,570.9609881594364,0,2.5714285714285716,1.5714285714285714,136.45454545454547,0,0,0.7304601899196493,-1,-5,101,-0.25,-1.6666666666666667,0.33666666666666667
player_91563,17,diamond,46,2,18,4581,0.6666666666666666,65.1,1.913,120.9,3,2,0,817.0158627591022,1,32.0,23.0,99.58695652173913,0,0,0.34849276877504787,28,-6,2081,7.0,-2.0,5.945714285714286
player_15602,13,platinum,18,3,17,4181,1.0,55.7,1.805,330.8,2,2,0,673.3930947076899,1,11.666666666666666,6.0,232.27777777777777,0,0,0.554016620498615,2,-6,2081,0.5,-2.0,5.945714285714286
player_36001,14,platinum,13,13,4,1662,1.0,283.3,1.288,449.1,4,4,0,212.72258930353382,0,1.3076923076923077,1.0,127.84615384615384,0,0,0.7763975155279503,-3,4,-438,-0.75,1.3333333333333333,-1.2514285714285713
player_37107,26,radiant,27,2,11,3285,0.14285714285714285,293.2,1.673,578.3,7,1,0,264.21311473884117,0,19.0,13.5,121.66666666666667,0,0,0.08538980445734778,2,-2,-315,0.5,-1.0,-0.7
player_21809,20,ascendant,21,1,8,3027,1.0,294.8,2.435,577.3,4,4,0,883.612047224346,0,29.0,21.0,144.14285714285714,0,0,0.4106776180698152,1,-6,227,0.25,-2.0,0.5675
player_22270,16,diamond,20,13,5,2571,0.5,278.9,0.4,498.9,2,1,0,607.4985596690747,0,1.9230769230769231,1.5384615384615385,128.55,0,0,1.25,2,5,71,0.5,1.6666666666666667,0.20285714285714285
player_43510,4,bronze,33,0,7,3037,1.0,55.5,1.344,268.5,1,1,0,792.5579410995764,1,40.0,33.0,92.03030303030303,0,0,0.744047619047619,23,-13,1937,5.75,-4.333333333333333,7.748
player_94931,13,platinum,16,5,17,3351,0.5,61.4,1.038,262.5,2,1,0,886.8355259009417,1,6.6,3.2,209.4375,0,0,0.4816955684007707,0,-4,1251,0.0,-1.3333333333333333,3.5742857142857143
